Entry,Species,Name,Nature,Item,Move1,Move2,Move3,Move4,EV,Speed,Instance,HP,Ability1,Ability2
631,Swampert,SWAMPERT 3,Modest,Expert Belt,Muddy Water,Earth Power,Ice Beam,Counter,HP/SpA,80,3,207,Torrent,0
767,Swampert,SWAMPERT 4,Adamant,Rindo Berry,Earthquake,Aqua Tail,Avalanche,Mirror Coat,HP/Atk,80,4,207,Torrent,0
470,Tangrowth,TANGROWTH 1,Modest,Coba Berry,Energy Ball,Sludge Bomb,Focus Blast,Sleep Powder,Def/SpA,70,1,175,Chlorophyll,Leaf Guard
606,Tangrowth,TANGROWTH 2,Bold,Big Root,Giga Drain,Leech Seed,Toxic,Double Team,HP/Def/SpA,70,2,196,Chlorophyll,Leaf Guard
742,Tangrowth,TANGROWTH 3,Modest,Heat Rock,SolarBeam,Wring Out,Synthesis,Sunny Day,Def/SpA,70,3,175,Chlorophyll,Leaf Guard
878,Tangrowth,TANGROWTH 4,Adamant,Lax Incense,Power Whip,Earthquake,Aerial Ace,Brick Break,Atk/Def,70,4,175,Chlorophyll,Leaf Guard
400,Tauros,TAUROS 1,Jolly,Persim Berry,Thrash,Zen Headbutt,Pursuit,Scary Face,Atk/Spe,178,1,150,Intimidate,Anger Point
536,Tauros,TAUROS 2,Adamant,Life Orb,Facade,Earthquake,Rock Slide,Payback,Atk/Spe,162,2,150,Intimidate,Anger Point
672,Tauros,TAUROS 3,Jolly,Lum Berry,Giga Impact,Earthquake,Outrage,Iron Tail,Atk/Spe,178,3,150,Intimidate,Anger Point
808,Tauros,TAUROS 4,Adamant,Choice Band,Return,Earthquake,Stone Edge,Zen Headbutt,Atk/Spe,162,4,150,Intimidate,Anger Point
442,Tentacruel,TENTACRUEL 1,Timid,Wacan Berry,Surf,Sludge Bomb,Icy Wind,Barrier,SpA/Spe,167,1,155,Clear Body,Liquid Ooze
578,Tentacruel,TENTACRUEL 2,Calm,Black Sludge,Toxic,Giga Drain,Attract,Confuse Ray,HP/SpD,120,2,187,Clear Body,Liquid Ooze
714,Tentacruel,TENTACRUEL 3,Modest,Focus Sash,Surf,Sludge Bomb,Giga Drain,Mirror Coat,SpA/SpD,120,3,155,Clear Body,Liquid Ooze
850,Tentacruel,TENTACRUEL 4,Timid,Scope Lens,Hydro Pump,Sludge Bomb,Ice Beam,Wring Out,SpA/Spe,167,4,155,Clear Body,Liquid Ooze
479,Togekiss,TOGEKISS 1,Adamant,Power Herb,Sky Attack,ExtremeSpeed,Drain Punch,Roost,Atk/SpD,100,1,160,Hustle,Serene Grace
615,Togekiss,TOGEKISS 2,Modest,Scope Lens,Air Slash,Ominous Wind,Silver Wind,AncientPower,HP/SpA,100,2,192,Hustle,Serene Grace
751,Togekiss,TOGEKISS 3,Modest,Wise Glasses,Air Slash,Heat Wave,Signal Beam,Magical Leaf,SpA/Spe,132,3,160,Hustle,Serene Grace
887,Togekiss,TOGEKISS 4,Modest,Expert Belt,Hyper Beam,Air Slash,Aura Sphere,Psychic,SpA/Spe,132,4,160,Hustle,Serene Grace
360,Torterra,TORTERRA 1,Adamant,Yache Berry,Earthquake,Grass Knot,Rock Slide,Curse,HP/Atk,76,1,202,Overgrow,0
496,Torterra,TORTERRA 2,Sassy,Leftovers,Giga Drain,Leech Seed,Synthesis,Amnesia,HP/Def/SpD,68,2,191,Overgrow,0
632,Torterra,TORTERRA 3,Modest,Lax Incense,Frenzy Plant,Earth Power,Hyper Beam,Leech Seed,Def/SpA,76,3,170,Overgrow,0
768,Torterra,TORTERRA 4,Adamant,Quick Claw,Wood Hammer,Earthquake,Stone Edge,Crunch,HP/Atk,76,4,202,Overgrow,0
405,Toxicroak,TOXICROAK 1,Adamant,Black Sludge,Poison Jab,Brick Break,X-Scissor,Knock Off,Atk/Spe,137,1,158,Anticipation,Dry Skin
541,Toxicroak,TOXICROAK 2,Adamant,Wide Lens,DynamicPunch,Poison Jab,ThunderPunch,Ice Punch,Atk/Spe,137,2,158,Anticipation,Dry Skin
677,Toxicroak,TOXICROAK 3,Modest,Wise Glasses,Sludge Bomb,Focus Blast,Shadow Ball,Dark Pulse,SpA/Spe,137,3,158,Anticipation,Dry Skin
813,Toxicroak,TOXICROAK 4,Adamant,Razor Claw,Gunk Shot,Cross Chop,Earthquake,Stone Edge,Atk/Spe,137,4,158,Anticipation,Dry Skin
355,Typhlosion,TYPHLOSION 1,Adamant,Scope Lens,Fire Punch,ThunderPunch,Shadow Claw,Quick Attack,Atk/Spe,152,1,153,Blaze,0
491,Typhlosion,TYPHLOSION 2,Serious,Salac Berry,Blast Burn,Earthquake,Reversal,Endure,Atk/SpA,120,2,153,Blaze,0
627,Typhlosion,TYPHLOSION 3,Adamant,Shuca Berry,Flare Blitz,Earthquake,Shadow Claw,Aerial Ace,Atk/Spe,152,3,153,Blaze,0
763,Typhlosion,TYPHLOSION 4,Modest,White Herb,Overheat,SolarBeam,Focus Blast,Sunny Day,SpA/Spe,152,4,153,Blaze,0
482,Tyranitar,TYRANITAR 1,Brave,Focus Band,Rock Slide,Payback,Avalanche,Curse,Atk/SpD,72,1,175,Sand Stream,0
618,Tyranitar,TYRANITAR 2,Jolly,Choice Scarf,Fire Punch,ThunderPunch,Ice Punch,Aerial Ace,Atk/Spe,124,2,175,Sand Stream,0
754,Tyranitar,TYRANITAR 3,Adamant,White Herb,Superpower,Dragon Claw,Shadow Claw,Aqua Tail,Atk/Def,81,3,175,Sand Stream,0
890,Tyranitar,TYRANITAR 4,Adamant,Chople Berry,Stone Edge,Crunch,Earthquake,Dragon Dance,HP/Atk,81,4,207,Sand Stream,0
456,Umbreon,UMBREON 1,Careful,Leftovers,Payback,Confuse Ray,Curse,Baton Pass,Def/SpD,85,1,170,Synchronize,0
592,Umbreon,UMBREON 2,Impish,Leftovers,Toxic,Mean Look,Double Team,Confuse Ray,Def/SpD,85,2,170,Synchronize,0
728,Umbreon,UMBREON 3,Impish,Lax Incense,Faint Attack,Swagger,Psych Up,Screech,HP/Def,85,3,202,Synchronize,0
864,Umbreon,UMBREON 4,Impish,Brightpowder,Payback,Trump Card,Curse,Moonlight,Def/SpD,85,4,170,Synchronize,0
425,Ursaring,URSARING 1,Brave,Focus Sash,Slash,Payback,Avalanche,Counter,HP/Atk,67,1,197,Guts,Quick Feet
561,Ursaring,URSARING 2,Adamant,Life Orb,Hammer Arm,Fire Punch,ThunderPunch,Ice Punch,HP/Atk,75,2,197,Guts,Quick Feet
697,Ursaring,URSARING 3,Adamant,Toxic Orb,Facade,Superpower,Crunch,Protect,HP/Atk,75,3,197,Guts,Quick Feet
833,Ursaring,URSARING 4,Adamant,Quick Claw,Return,Cross Chop,Earthquake,Aerial Ace,HP/Atk,75,4,197,Guts,Quick Feet
452,Vaporeon,VAPOREON 1,Modest,Brightpowder,Surf,Ice Beam,Acid Armor,Baton Pass,HP/SpA,85,1,237,Water Absorb,0
588,Vaporeon,VAPOREON 2,Modest,Damp Rock,Hydro Pump,Ice Beam,Acid Armor,Rain Dance,HP/SpA,85,2,237,Water Absorb,0
724,Vaporeon,VAPOREON 3,Modest,Leftovers,Muddy Water,Blizzard,Aqua Ring,Yawn,HP/SpA,85,3,237,Water Absorb,0
860,Vaporeon,VAPOREON 4,Modest,Expert Belt,Surf,Ice Beam,Shadow Ball,Signal Beam,HP/SpA,85,4,237,Water Absorb,0
351,Venusaur,VENUSAUR 1,Modest,White Herb,Leaf Storm,Sludge Bomb,Amnesia,Sleep Powder,SpA/SpD,100,1,155,Overgrow,0
487,Venusaur,VENUSAUR 2,Bold,Big Root,Giga Drain,Ingrain,Leech Seed,Sleep Powder,HP/Def/SpD,100,2,176,Overgrow,0
623,Venusaur,VENUSAUR 3,Adamant,Black Sludge,Seed Bomb,Earthquake,Outrage,Curse,Atk/SpD,100,3,155,Overgrow,0
759,Venusaur,VENUSAUR 4,Modest,Wise Glasses,Frenzy Plant,Sludge Bomb,Hyper Beam,Synthesis,HP/SpA,100,4,187,Overgrow,0
377,Vespiquen,VESPIQUEN 1,Modest,Scope Lens,Silver Wind,Air Cutter,Ominous Wind,Swagger,Def/SpD,60,1,145,Pressure,0
513,Vespiquen,VESPIQUEN 2,Careful,Persim Berry,X-Scissor,Toxic,Heal Order,Destiny Bond,HP/Def/SpD,60,2,166,Pressure,0
649,Vespiquen,VESPIQUEN 3,Adamant,Muscle Band,X-Scissor,Aerial Ace,Pursuit,U-turn,HP/Atk,60,3,177,Pressure,0
785,Vespiquen,VESPIQUEN 4,Adamant,Shell Bell,Attack Order,Defend Order,Heal Order,Confuse Ray,HP/Atk,60,4,177,Pressure,0
385,Victreebel,VICTREEBEL 1,Modest,Payapa Berry,Leaf Storm,Sludge Bomb,Sleep Powder,Gastro Acid,HP/SpA,90,1,187,Chlorophyll,0
521,Victreebel,VICTREEBEL 2,Adamant,Black Sludge,Seed Bomb,Spit Up,Swallow,Stockpile,HP/Atk,90,2,187,Chlorophyll,0
657,Victreebel,VICTREEBEL 3,Modest,Power Herb,Sludge Bomb,SolarBeam,Hyper Beam,Synthesis,HP/SpA,90,3,187,Chlorophyll,0
793,Victreebel,VICTREEBEL 4,Modest,Focus Band,SolarBeam,Sludge Bomb,Wring Out,Sunny Day,HP/SpA,90,4,187,Chlorophyll,0
384,Vileplume,VILEPLUME 1,Modest,Big Root,Giga Drain,Sludge Bomb,Sleep Powder,Ingrain,Def/SpA,70,1,150,Chlorophyll,0
520,Vileplume,VILEPLUME 2,Bold,Black Sludge,Toxic,Grass Knot,Double Team,Attract,HP/Def/SpD,70,2,171,Chlorophyll,0
656,Vileplume,VILEPLUME 3,Adamant,Lum Berry,Seed Bomb,Drain Punch,Frustration,Swords Dance,Atk/SpD,70,3,150,Chlorophyll,0
792,Vileplume,VILEPLUME 4,Modest,Wise Glasses,Sludge Bomb,Energy Ball,Hyper Beam,Synthesis,HP/SpA,70,4,182,Chlorophyll,0
428,Wailord,WAILORD 1,Modest,Sitrus Berry,Surf,Ice Beam,Attract,Double Team,HP/SpA,80,1,277,Water Veil,Oblivious
564,Wailord,WAILORD 2,Impish,Chesto Berry,Whirlpool,Toxic,Amnesia,Rest,HP/Def/SpD,80,2,266,Water Veil,Oblivious
700,Wailord,WAILORD 3,Adamant,Leftovers,Waterfall,Avalanche,Earthquake,Curse,HP/Atk,80,3,277,Water Veil,Oblivious
836,Wailord,WAILORD 4,Modest,Quick Claw,Hydro Pump,Blizzard,Hyper Beam,Fissure,HP/SpA,80,4,277,Water Veil,Oblivious
464,Walrein,WALREIN 1,Adamant,Chople Berry,Ice Fang,Aqua Tail,Swagger,Encore,HP/Atk,85,1,217,Thick Fat,Ice Body
600,Walrein,WALREIN 2,Brave,Life Orb,Avalanche,Earthquake,Crunch,Curse,HP/Atk,76,2,217,Thick Fat,Ice Body
736,Walrein,WALREIN 3,Bold,Lax Incense,Sheer Cold,Fissure,Rest,Sleep Talk,Def/SpD,85,3,185,Thick Fat,Ice Body
872,Walrein,WALREIN 4,Modest,Leftovers,Surf,Ice Beam,Signal Beam,Hail,HP/SpA,85,4,217,Thick Fat,Ice Body
440,Weavile,WEAVILE 1,Adamant,Chople Berry,Night Slash,Ice Punch,Screech,Fake Out,Atk/Spe,177,1,145,Pressure,0
576,Weavile,WEAVILE 2,Jolly,Brightpowder,Night Slash,Attract,Double Team,Hail,Atk/Spe,194,2,145,Pressure,0
712,Weavile,WEAVILE 3,Adamant,Focus Sash,Night Slash,X-Scissor,Metal Claw,Counter,Atk/Spe,177,3,145,Pressure,0
848,Weavile,WEAVILE 4,Jolly,Razor Claw,Night Slash,Ice Punch,Aerial Ace,Brick Break,Atk/Spe,194,4,145,Pressure,0
398,Weezing,WEEZING 1,Bold,Payapa Berry,Sludge Bomb,Dark Pulse,Shock Wave,Grudge,Def/SpA,80,1,140,Levitate,0
534,Weezing,WEEZING 2,Adamant,Sitrus Berry,Double Hit,Payback,Toxic,Swagger,Atk/Def,80,2,140,Levitate,0
670,Weezing,WEEZING 3,Sassy,Lax Incense,Sludge Bomb,Thunderbolt,Dark Pulse,Explosion,SpA/SpD,72,3,140,Levitate,0
806,Weezing,WEEZING 4,Modest,Quick Claw,Sludge Bomb,Flamethrower,Shadow Ball,Destiny Bond,Def/SpA,80,4,140,Levitate,0
375,Whiscash,WHISCASH 1,Modest,Shell Bell,Surf,Earth Power,Icy Wind,Amnesia,HP/SpA,80,1,217,Oblivious,Anticipation
511,Whiscash,WHISCASH 2,Adamant,Persim Berry,Aqua Tail,Earthquake,Rock Slide,Thrash,HP/Atk,80,2,217,Oblivious,Anticipation
647,Whiscash,WHISCASH 3,Modest,Zoom Lens,Hydro Pump,Earth Power,Blizzard,Fissure,HP/SpA,80,3,217,Oblivious,Anticipation
783,Whiscash,WHISCASH 4,Adamant,Muscle Band,Earthquake,Aqua Tail,Zen Headbutt,Stone Edge,HP/Atk,80,4,217,Oblivious,Anticipation
334,Xatu,XATU 2,Modest,Colbur Berry,Psychic,Air Cutter,Ominous Wind,Confuse Ray,SpA/Spe,147,2,140,Synchronize,Early Bird
446,Yanmega,YANMEGA 1,Timid,Coba Berry,Signal Beam,Air Cutter,Detect,Double Team,SpA/Spe,161,1,161,Speed Boost,Tinted Lens
582,Yanmega,YANMEGA 2,Adamant,Muscle Band,Aerial Ace,U-turn,Night Slash,Steel Wing,Atk/Spe,147,2,161,Speed Boost,Tinted Lens
718,Yanmega,YANMEGA 3,Modest,Lum Berry,Silver Wind,AncientPower,Ominous Wind,Giga Drain,SpA/Spe,147,3,161,Speed Boost,Tinted Lens
854,Yanmega,YANMEGA 4,Modest,Wise Glasses,Bug Buzz,Air Slash,Psychic,Shadow Ball,SpA/Spe,147,4,161,Speed Boost,Tinted Lens
896,Zapdos,ZAPDOS 1,Serious,Yache Berry,Thunder,Drill Peck,Thunder Wave,Rain Dance,Atk/Spe,152,1,165,Pressure,0
910,Zapdos,ZAPDOS 2,Timid,Focus Band,Thunderbolt,AncientPower,Ominous Wind,Light Screen,SpA/Spe,167,2,165,Pressure,0
924,Zapdos,ZAPDOS 3,Jolly,King's Rock,Drill Peck,Twister,Steel Wing,U-turn,Atk/Spe,167,3,165,Pressure,0
938,Zapdos,ZAPDOS 4,Modest,Brightpowder,Thunderbolt,Air Cutter,Heat Wave,Signal Beam,SpA/Spe,152,4,165,Pressure,0
