Entry,Name,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Move 1 Class,Move 2 Class,Move 3 Class,Move 4 Class,Possible Ability,Lv 100 speed,Lv 50 Speed,Attack,Defense,Support,Attack_50,Defense_50,Support_50,CONTAINS_ATK,ATK_COUNT,CONTAINS_DEF,DEF_COUNT,CONTAINS_SPT,SPT_COUNT,ALL3,NumClasses,R_ATK,R_DEF,NOMOVE,R_ATK_50,R_DEF_50,NOMOVE_50,AI_ATK,AI_DEF,AI_SPT,AI_ATK_50,AI_DEF_50,AI_SPT_50
672,Forretress 4,Forretress,4,Adamant,Quick Claw,Explosion,Earthquake,Rock Slide,Double-Edge,Explosion ATK,Earthquake ATK,Rock Slide ATK,Double-Edge ATK,Sturdy,116,60,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
673,Whiscash 4,Whiscash,4,Quiet,Quick Claw,Fissure,Surf,Earthquake,Ice Beam,Fissure ATK,Surf ATK,Earthquake ATK,Ice Beam ATK,Oblivious,140,72,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
674,Xatu 4,Xatu,4,Docile,Petaya Berry,Psychic,Drill Peck,Shadow Ball,Confuse Ray,Psychic ATK,Drill Peck ATK,Shadow Ball ATK,Confuse Ray SPT,Synchronize / Early Bird,226,115,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
675,Skarmory 4,Skarmory,4,Adamant,Quick Claw,Drill Peck,Steel Wing,Counter,Rock Slide,Drill Peck ATK,Steel Wing ATK,Counter SPT,Rock Slide ATK,Keen Eye / Sturdy,176,90,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
676,Marowak 4,Marowak,4,Adamant,Thick Club,Earthquake,Rock Slide,Swords Dance,Mega Kick,Earthquake ATK,Rock Slide ATK,Swords Dance DEF,Mega Kick ATK,Rock Head / Lightningrod,189,97,0.38,0.31,0.31,0.7,0.15,0.15,1,3,1,1,0,0,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0.31,0,0.7,0.15,0
677,Quagsire 4,Quagsire,4,Sassy,Leftovers,Surf,Earthquake,Ice Beam,Amnesia,Surf ATK,Earthquake ATK,Ice Beam ATK,Amnesia DEF,Damp / Water Absorb,95,49,0.88,0.06,0.06,0.22,0.2,0.58,1,3,1,1,0,0,0,2,0.03,0,0.03,0.29,0,0.29,0.88,0.06,0,0.22,0.2,0
678,Clefable 4,Clefable,4,Docile,Focus Band,Mega Kick,Psychic,Shadow Ball,Softboiled,Mega Kick ATK,Psychic ATK,Shadow Ball ATK,Softboiled DEF,Cute Charm,156,80,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
679,Hariyama 4,Hariyama,4,Adamant,Scope Lens,Cross Chop,Earthquake,Rock Slide,Fake Out,Cross Chop ATK,Earthquake ATK,Rock Slide ATK,Fake Out ATK,Thick Fat / Guts,136,70,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
680,Raichu 4,Raichu,4,Docile,BrightPowder,Thunderbolt,Thunder Wave,Protect,Mega Kick,Thunderbolt ATK,Thunder Wave SPT,Protect DEF,Mega Kick ATK,Static,236,120,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
681,Dewgong 4,Dewgong,4,Docile,Lum Berry,Sheer Cold,Ice Beam,Surf,Signal Beam,Sheer Cold ATK,Ice Beam ATK,Surf ATK,Signal Beam ATK,Thick Fat,176,90,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
682,Manectric 4,Manectric,4,Modest,Lum Berry,Thunderbolt,Crunch,Thunder Wave,Roar,Thunderbolt ATK,Crunch ATK,Thunder Wave SPT,Roar SPT,Static / Lightningrod,309,157,0.35,0.45,0.2,0.34,0.6,0.06,1,2,0,0,1,2,0,2,0.225,0,0.225,0.3,0,0.3,0.35,0,0.2,0.34,0,0.06
683,Vileplume 4,Vileplume,4,Quiet,Quick Claw,SolarBeam,Sludge Bomb,Sunny Day,Synthesis,SolarBeam ATK,Sludge Bomb ATK,Sunny Day DEF,Synthesis DEF,Chlorophyll,122,63,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,2,0,0,0,2,0.055,0.055,0.11,0.055,0.055,0.11,0.56,0.22,0,0.56,0.22,0
684,Victreebel 4,Victreebel,4,Quirky,BrightPowder,Giga Drain,Double-Edge,Sludge Bomb,Synthesis,Giga Drain ATK,Double-Edge ATK,Sludge Bomb ATK,Synthesis DEF,Chlorophyll,176,90,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
685,Electrode 4,Electrode,4,Naughty,Lum Berry,Explosion,Thunderbolt,Thunder Wave,Mirror Coat,Explosion ATK,Thunderbolt ATK,Thunder Wave SPT,Mirror Coat SPT,Soundproof / Static,316,160,0.2,0.7,0.1,0.7,0.22,0.08,1,2,0,0,1,2,0,2,0.35,0,0.35,0.11,0,0.11,0.2,0,0.1,0.7,0,0.08
686,Exploud 4,Exploud,4,Hardy,White Herb,Mega Kick,Earthquake,Shadow Ball,Overheat,Mega Kick ATK,Earthquake ATK,Shadow Ball ATK,Overheat ATK,Soundproof,172,88,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
687,Shiftry 4,Shiftry,4,Hardy,Focus Band,Explosion,Giga Drain,Mega Kick,Fake Out,Explosion ATK,Giga Drain ATK,Mega Kick ATK,Fake Out ATK,Chlorophyll / Early Bird,196,100,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
688,Glalie 4,Glalie,4,Hardy,Leftovers,Ice Beam,Earthquake,Crunch,Shadow Ball,Ice Beam ATK,Earthquake ATK,Crunch ATK,Shadow Ball ATK,Inner Focus,196,100,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
689,Ludicolo 4,Ludicolo,4,Bold,Leftovers,Leech Seed,Rain Dance,Double Team,Toxic,Leech Seed SPT,Rain Dance DEF,Double Team DEF,Toxic SPT,Swift Swim / Rain Dish,176,90,0.3,0.2,0.5,0.32,0.58,0.1,0,0,1,2,1,2,0,2,0,0.15,0.15,0,0.16,0.16,0,0.2,0.5,0,0.58,0.1
690,Hypno 4,Hypno,4,Modest,Lum Berry,Psychic,ThunderPunch,Fire Punch,Ice Punch,Psychic ATK,ThunderPunch ATK,Fire Punch ATK,Ice Punch ATK,Insomnia,170,87,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
691,Golem 4,Golem,4,Adamant,Quick Claw,Explosion,Earthquake,Rock Slide,Double-Edge,Explosion ATK,Earthquake ATK,Rock Slide ATK,Double-Edge ATK,Rock Head / Sturdy,126,65,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
692,Rhydon 4,Rhydon,4,Adamant,Quick Claw,Megahorn,Earthquake,Rock Slide,Horn Drill,Megahorn ATK,Earthquake ATK,Rock Slide ATK,Horn Drill ATK,Lightningrod / Rock Head,116,60,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
693,Alakazam 4,Alakazam,4,Modest,BrightPowder,Psychic,ThunderPunch,Fire Punch,Ice Punch,Psychic ATK,ThunderPunch ATK,Fire Punch ATK,Ice Punch ATK,Synchronize / Inner Focus,276,140,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
694,Weezing 4,Weezing,4,Adamant,Focus Band,Explosion,Sludge Bomb,Frustration,Shadow Ball,Explosion ATK,Sludge Bomb ATK,Frustration ATK,Shadow Ball ATK,Levitate,156,80,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
695,Kangaskhan 4,Kangaskhan,4,Adamant,BrightPowder,Mega Kick,Earthquake,Aerial Ace,Shadow Ball,Mega Kick ATK,Earthquake ATK,Aerial Ace ATK,Shadow Ball ATK,Early Bird,279,142,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
696,Electabuzz 4,Electabuzz,4,Docile,Scope Lens,Thunderbolt,Psychic,Mega Kick,Cross Chop,Thunderbolt ATK,Psychic ATK,Mega Kick ATK,Cross Chop ATK,Static,246,125,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
697,Tauros 4,Tauros,4,Docile,BrightPowder,Double-Edge,Rock Tomb,Thunderbolt,Surf,Double-Edge ATK,Rock Tomb ATK,Thunderbolt ATK,Surf ATK,Intimidate,256,130,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
698,Slowbro 4,Slowbro,4,Sassy,Quick Claw,Psychic,Surf,Earthquake,Ice Beam,Psychic ATK,Surf ATK,Earthquake ATK,Ice Beam ATK,Oblivious / Own Tempo,86,45,0.88,0.06,0.06,0.22,0.2,0.58,1,4,0,0,0,0,0,1,0.06,0,0.06,0.39,0,0.39,0.88,0,0,0.22,0,0
699,Slowking 4,Slowking,4,Modest,Quick Claw,Psychic,Surf,Ice Beam,Flamethrower,Psychic ATK,Surf ATK,Ice Beam ATK,Flamethrower ATK,Oblivious / Own Tempo,96,50,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
700,Miltank 4,Miltank,4,Adamant,Lum Berry,Double-Edge,Curse,Double Team,Milk Drink,Double-Edge ATK,Curse SPT,Double Team DEF,Milk Drink DEF,Thick Fat,236,120,0.38,0.31,0.31,0.7,0.15,0.15,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.38,0.31,0.31,0.7,0.15,0.15
701,Altaria 4,Altaria,4,Docile,Shell Bell,Dragon Claw,Earthquake,Flamethrower,Ice Beam,Dragon Claw ATK,Earthquake ATK,Flamethrower ATK,Ice Beam ATK,Natural Cure,196,100,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
702,Nidoqueen 4,Nidoqueen,4,Adamant,White Herb,Superpower,Sludge Bomb,Earthquake,Shadow Ball,Superpower ATK,Sludge Bomb ATK,Earthquake ATK,Shadow Ball ATK,Poison Point,188,96,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
703,Nidoking 4,Nidoking,4,Docile,Lum Berry,Megahorn,Sludge Bomb,Earthquake,Thunder,Megahorn ATK,Sludge Bomb ATK,Earthquake ATK,Thunder ATK,Poison Point,206,105,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
704,Magmar 4,Magmar,4,Docile,Scope Lens,Flamethrower,Psychic,Cross Chop,Confuse Ray,Flamethrower ATK,Psychic ATK,Cross Chop ATK,Confuse Ray SPT,Flame Body,222,113,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
705,Cradily 4,Cradily,4,Bold,Leftovers,Toxic,Ingrain,Mirror Coat,Giga Drain,Toxic SPT,Ingrain DEF,Mirror Coat SPT,Giga Drain ATK,Suction Cups,122,63,0.3,0.2,0.5,0.32,0.58,0.1,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.3,0.2,0.5,0.32,0.58,0.1
706,Armaldo 4,Armaldo,4,Adamant,Choice Band,Double-Edge,Earthquake,Aerial Ace,Rock Slide,Double-Edge ATK,Earthquake ATK,Aerial Ace ATK,Rock Slide ATK,Battle Armor,126,65,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
707,Golduck 4,Golduck,4,Docile,Scope Lens,Surf,Cross Chop,Ice Beam,Aerial Ace,Surf ATK,Cross Chop ATK,Ice Beam ATK,Aerial Ace ATK,Damp / Cloud Nine,269,137,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
708,Rapidash 4,Rapidash,4,Docile,White Herb,Overheat,Double-Edge,Iron Tail,Double Kick,Overheat ATK,Double-Edge ATK,Iron Tail ATK,Double Kick ATK,Run Away / Flash Fire,288,146,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
709,Muk 4,Muk,4,Brave,Quick Claw,Sludge Bomb,Brick Break,Giga Drain,Explosion,Sludge Bomb ATK,Brick Break ATK,Giga Drain ATK,Explosion ATK,Stench / Sticky Hold,122,63,0.7,0.15,0.15,0.32,0.6,0.08,1,4,0,0,0,0,0,1,0.15,0,0.15,0.34,0,0.34,0.7,0,0,0.32,0,0
710,Gengar 4,Gengar,4,Modest,Lum Berry,Psychic,Fire Punch,Ice Punch,Destiny Bond,Psychic ATK,Fire Punch ATK,Ice Punch ATK,Destiny Bond DEF,Levitate,319,162,0.35,0.45,0.2,0.34,0.6,0.06,1,3,1,1,0,0,0,2,0.1,0,0.1,0.03,0,0.03,0.35,0.45,0,0.34,0.6,0
711,Ampharos 4,Ampharos,4,Modest,Lum Berry,Thunderbolt,Fire Punch,Thunder Wave,Reflect,Thunderbolt ATK,Fire Punch ATK,Thunder Wave SPT,Reflect DEF,Static,146,75,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.35,0.45,0.2,0.34,0.6,0.06
712,Scizor 4,Scizor,4,Careful,BrightPowder,Silver Wind,Swords Dance,Agility,Baton Pass,Silver Wind ATK,Swords Dance DEF,Agility DEF,Baton Pass DEF,Swarm,166,85,0.42,0.5,0.08,0.42,0.05,0.53,1,1,1,3,0,0,0,2,0,0.04,0.04,0,0.265,0.265,0.42,0.5,0,0.42,0.05,0
713,Heracross 4,Heracross,4,Adamant,Salac Berry,Megahorn,Earthquake,Reversal,Endure,Megahorn ATK,Earthquake ATK,Reversal ATK,Endure DEF,Swarm / Guts,269,137,0.38,0.31,0.31,0.7,0.15,0.15,1,3,1,1,0,0,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0.31,0,0.7,0.15,0
714,Ursaring 4,Ursaring,4,Adamant,BrightPowder,Double-Edge,Earthquake,Rock Slide,Aerial Ace,Double-Edge ATK,Earthquake ATK,Rock Slide ATK,Aerial Ace ATK,Guts,146,75,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
715,Houndoom 4,Houndoom,4,Modest,White Herb,Overheat,SolarBeam,Crunch,Sunny Day,Overheat ATK,SolarBeam ATK,Crunch ATK,Sunny Day DEF,Early Bird / Flash Fire,289,147,0.35,0.45,0.2,0.34,0.6,0.06,1,3,1,1,0,0,0,2,0.1,0,0.1,0.03,0,0.03,0.35,0.45,0,0.34,0.6,0
716,Donphan 4,Donphan,4,Adamant,Quick Claw,Fissure,Earthquake,Rock Slide,Iron Tail,Fissure ATK,Earthquake ATK,Rock Slide ATK,Iron Tail ATK,Sturdy,136,70,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
717,Claydol 4,Claydol,4,Adamant,Focus Band,Psychic,Earthquake,Shadow Ball,Explosion,Psychic ATK,Earthquake ATK,Shadow Ball ATK,Explosion ATK,Levitate,186,95,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
718,Wailord 4,Wailord,4,Hardy,Quick Claw,Surf,Ice Beam,Earthquake,Fissure,Surf ATK,Ice Beam ATK,Earthquake ATK,Fissure ATK,Water Veil / Oblivious,156,80,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
719,Ninetales 4,Ninetales,4,Quirky,White Herb,Overheat,Double-Edge,Confuse Ray,Will-O-Wisp,Overheat ATK,Double-Edge ATK,Confuse Ray SPT,Will-O-Wisp SPT,Flash Fire,299,152,0.56,0.22,0.22,0.56,0.22,0.22,1,2,0,0,1,2,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
720,Machamp 4,Machamp,4,Hardy,Scope Lens,Cross Chop,Earthquake,Flamethrower,Rock Slide,Cross Chop ATK,Earthquake ATK,Flamethrower ATK,Rock Slide ATK,Guts,146,75,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
721,Shuckle 4,Shuckle,4,Careful,Chesto Berry,Toxic,Double Team,Wrap,Rest,Toxic SPT,Double Team DEF,Wrap ATK,Rest DEF,Sturdy,46,25,0.42,0.5,0.08,0.42,0.05,0.53,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.42,0.5,0.08,0.42,0.05,0.53
722,Steelix 4,Steelix,4,Adamant,Quick Claw,Earthquake,Iron Tail,Double-Edge,Explosion,Earthquake ATK,Iron Tail ATK,Double-Edge ATK,Explosion ATK,Rock Head / Sturdy,96,50,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
723,Tentacruel 4,Tentacruel,4,Quirky,Shell Bell,Hydro Pump,Sludge Bomb,Ice Beam,Mirror Coat,Hydro Pump ATK,Sludge Bomb ATK,Ice Beam ATK,Mirror Coat SPT,Clear Body / Liquid Ooze,236,120,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
724,Aerodactyl 4,Aerodactyl,4,Hardy,King's Rock,Double-Edge,Earthquake,Fire Blast,Bite,Double-Edge ATK,Earthquake ATK,Fire Blast ATK,Bite ATK,Rock Head / Pressure,296,150,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
725,Porygon2 4,Porygon2,4,Modest,BrightPowder,Psychic,Thunderbolt,Ice Beam,Recover,Psychic ATK,Thunderbolt ATK,Ice Beam ATK,Recover DEF,Trace,156,80,0.35,0.45,0.2,0.34,0.6,0.06,1,3,1,1,0,0,0,2,0.1,0,0.1,0.03,0,0.03,0.35,0.45,0,0.34,0.6,0
726,Gardevoir 4,Gardevoir,4,Modest,BrightPowder,Psychic,Thunderbolt,Ice Punch,Fire Punch,Psychic ATK,Thunderbolt ATK,Ice Punch ATK,Fire Punch ATK,Synchronize / Trace,259,132,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
727,Exeggutor 4,Exeggutor,4,Hardy,BrightPowder,Psychic,Giga Drain,Sludge Bomb,Explosion,Psychic ATK,Giga Drain ATK,Sludge Bomb ATK,Explosion ATK,Chlorophyll,146,75,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
728,Starmie 4,Starmie,4,Modest,Lum Berry,Psychic,Thunderbolt,Ice Beam,Recover,Psychic ATK,Thunderbolt ATK,Ice Beam ATK,Recover DEF,Illuminate / Natural Cure,329,167,0.35,0.45,0.2,0.34,0.6,0.06,1,3,1,1,0,0,0,2,0.1,0,0.1,0.03,0,0.03,0.35,0.45,0,0.34,0.6,0
729,Flygon 4,Flygon,4,Hardy,Scope Lens,Earthquake,Dragon Claw,Double-Edge,Crunch,Earthquake ATK,Dragon Claw ATK,Double-Edge ATK,Crunch ATK,Levitate,278,141,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
730,Venusaur 4,Venusaur,4,Docile,Lum Berry,SolarBeam,Sludge Bomb,Sunny Day,Earthquake,SolarBeam ATK,Sludge Bomb ATK,Sunny Day DEF,Earthquake ATK,Overgrow,196,100,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
731,Vaporeon 4,Vaporeon,4,Calm,Lum Berry,Surf,Ice Beam,Acid Armor,Rest,Surf ATK,Ice Beam ATK,Acid Armor DEF,Rest DEF,Water Absorb,166,85,0.4,0.5,0.1,0.25,0.62,0.13,1,2,1,2,0,0,0,2,0.025,0.025,0.05,0.0325,0.0325,0.065,0.4,0.5,0,0.25,0.62,0
732,Jolteon 4,Jolteon,4,Timid,King's Rock,Thunderbolt,Thunder Wave,Bite,Shadow Ball,Thunderbolt ATK,Thunder Wave SPT,Bite ATK,Shadow Ball ATK,Volt Absorb,394,200,0.62,0.1,0.28,0.3,0.2,0.5,1,3,0,0,1,1,0,2,0.05,0,0.05,0.1,0,0.1,0.62,0,0.28,0.3,0,0.5
733,Flareon 4,Flareon,4,Quiet,Quick Claw,Overheat,Sunny Day,Double-Edge,Shadow Ball,Overheat ATK,Sunny Day DEF,Double-Edge ATK,Shadow Ball ATK,Flash Fire,149,76,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
734,Meganium 4,Meganium,4,Hardy,BrightPowder,Giga Drain,Earthquake,AncientPower,Body Slam,Giga Drain ATK,Earthquake ATK,AncientPower ATK,Body Slam ATK,Overgrow,196,100,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
735,Espeon 4,Espeon,4,Modest,BrightPowder,Psychic,Bite,Attract,Calm Mind,Psychic ATK,Bite ATK,Attract SPT,Calm Mind DEF,Synchronize,319,162,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.35,0.45,0.2,0.34,0.6,0.06
736,Umbreon 4,Umbreon,4,Bold,Leftovers,Confuse Ray,Toxic,Faint Attack,Double Team,Confuse Ray SPT,Toxic SPT,Faint Attack ATK,Double Team DEF,Synchronize,166,85,0.3,0.2,0.5,0.32,0.58,0.1,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.3,0.2,0.5,0.32,0.58,0.1
737,Blastoise 4,Blastoise,4,Docile,Focus Band,Surf,Earthquake,Ice Beam,Mirror Coat,Surf ATK,Earthquake ATK,Ice Beam ATK,Mirror Coat SPT,Torrent,192,98,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
738,Feraligatr 4,Feraligatr,4,Hardy,Scope Lens,Hydro Pump,Ice Beam,Earthquake,Aerial Ace,Hydro Pump ATK,Ice Beam ATK,Earthquake ATK,Aerial Ace ATK,Torrent,192,98,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
739,Aggron 4,Aggron,4,Adamant,Quick Claw,Double-Edge,Earthquake,Rock Slide,Aerial Ace,Double-Edge ATK,Earthquake ATK,Rock Slide ATK,Aerial Ace ATK,Sturdy / Rock Head,136,70,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
740,Blaziken 4,Blaziken,4,Hardy,White Herb,Overheat,Earthquake,ThunderPunch,Rock Slide,Overheat ATK,Earthquake ATK,ThunderPunch ATK,Rock Slide ATK,Blaze,196,100,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
741,Walrein 4,Walrein,4,Quiet,BrightPowder,Surf,Ice Beam,Earthquake,Sheer Cold,Surf ATK,Ice Beam ATK,Earthquake ATK,Sheer Cold ATK,Thick Fat,149,76,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
742,Sceptile 4,Sceptile,4,Modest,BrightPowder,Leaf Blade,Dragon Claw,Crunch,ThunderPunch,Leaf Blade ATK,Dragon Claw ATK,Crunch ATK,ThunderPunch ATK,Overgrow,339,172,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
743,Charizard 4,Charizard,4,Hardy,White Herb,Overheat,Earthquake,Aerial Ace,Rock Slide,Overheat ATK,Earthquake ATK,Aerial Ace ATK,Rock Slide ATK,Blaze,278,141,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
744,Typhlosion 4,Typhlosion,4,Hardy,White Herb,Overheat,ThunderPunch,Earthquake,Crush Claw,Overheat ATK,ThunderPunch ATK,Earthquake ATK,Crush Claw ATK,Blaze,278,141,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
745,Lapras 4,Lapras,4,Modest,Lum Berry,Surf,Ice Beam,Thunderbolt,Psychic,Surf ATK,Ice Beam ATK,Thunderbolt ATK,Psychic ATK,Water Absorb / Shell Armor,156,80,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
746,Crobat 4,Crobat,4,Adamant,BrightPowder,Sludge Bomb,Aerial Ace,Shadow Ball,Confuse Ray,Sludge Bomb ATK,Aerial Ace ATK,Shadow Ball ATK,Confuse Ray SPT,Inner Focus,359,182,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
